title,link,date,summary,description,related_documents,press_release,case_docket,forum,docket_number,initial_filing_date,status,products
"Works & Lentz, Inc.; Works & Lentz of Tulsa, Inc., and Harry A. Lentz, Jr.",https://www.consumerfinance.gov/enforcement/actions/works-lentz-inc/,2017-01-09T00:00:00,The CFPB is taking action against two medical debt collection law firms and their president for falsely representing that...,"The Consumer Financial Protection Bureau (CFPB) is taking action against two medical debt collection law firms and their president for falsely representing that letters and calls – some threatening legal action – were from attorneys attempting to collect on a debt when no attorney had yet reviewed the account. The law firms also did not ensure the accuracy of information they furnished to credit reporting agencies about consumers and used improperly notarized affidavits in lawsuits filed against consumers. The practices affected thousands of individuals. The CFPB is ordering Works and Lentz, Inc., Works and Lentz of Tulsa, Inc., and their president Harry A. Lentz, Jr. to provide $577,135 in relief to harmed consumers, correct their business practices, and pay a $78,800 penalty.",[],,,['Administrative Proceeding'],2017-CFPB-0003,"JAN 09, 2017",Post Order/Post Judgment,"['Debt Collection', 'Furnishing']"
"TransUnion Interactive, Inc., TransUnion, LLC, and TransUnion",https://www.consumerfinance.gov/enforcement/actions/transunion-interactive-inc-transunion-llc-and-transunion/,2017-01-03T00:00:00,The Bureau took action against TransUnion and its subsidiaries for deceiving consumers about the usefulness and actual cost of credit scores they sold to...,"The Consumer Financial Protection Bureau (CFPB) took action against TransUnion and its subsidiaries for deceiving consumers about the usefulness and actual cost of credit scores they sold to consumers, and for luring consumers into costly recurring payments for credit products. The CFPB ordered TransUnion to truthfully represent the value of the credit scores they provide, and the cost of obtaining those credit scores and other services. TransUnion must pay more than $13.9 million in restitution to consumers, and fines totaling $3 million to the CFPB.",[],,,['Administrative Proceeding'],2017-CFPB-0002,"JAN 03, 2017",Post Order/Post Judgment,['Consumer Reporting Agencies']
Equifax Inc. and Equifax Consumer Services LLC,https://www.consumerfinance.gov/enforcement/actions/equifax-inc-and-equifax-consumer-services-llc/,2017-01-03T00:00:00,"The Bureau took action against Equifax, Inc. and its subsidiary for deceiving consumers about the usefulness and actual cost of credit scores they sold to...","The Consumer Financial Protection Bureau (CFPB) took action against Equifax, Inc. and its subsidiary for deceiving consumers about the usefulness and actual cost of credit scores they sold to consumers, and for luring consumers into costly recurring payments for credit products. The CFPB ordered Equifax to truthfully represent the value of the credit scores they provide, and the cost of obtaining those credit scores and other services. Equifax must pay more than $3.8 million in restitution to consumers, and fines totaling $2.5 million to the CFPB.",[],,,['Administrative Proceeding'],2017-CFPB-0001,"JAN 03, 2017",Post Order/Post Judgment,['Consumer Reporting Agencies']
Military Credit Services LLC,https://www.consumerfinance.gov/enforcement/actions/military-credit-services-llc/,2016-12-20T00:00:00,"The CFPB today sued Military Credit Services, LLC for making loans with improper disclosures. This is the CFPB’s second enforcement action against MCS.","The Consumer Financial Protection Bureau (CFPB) today sued Military Credit Services, LLC for making loans with improper disclosures. This is the CFPB’s second enforcement action against MCS. In 2014, the CFPB, along with the states of North Carolina and Virginia, sued the company for similar violations and the company was ordered to revise its contract disclosures in 2015. In today’s action, the CFPB ordered the company to ensure that its contracts comply with the law. It also required the company to hire an independent consultant to review its practices and to pay a $200,000 civil penalty.",[],,,['Administrative Proceeding'],2016-CFPB-0029,"DEC 20, 2016",Post Order/Post Judgment,['Other Consumer Lending']
"A To Z Pawn, Inc.",https://www.consumerfinance.gov/enforcement/actions/a-to-z-pawn-inc/,2016-12-19T00:00:00,The CFPB today took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans.,"On Dec. 19, 2016, the Consumer Financial Protection Bureau (CFPB) took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans. In lawsuits filed in federal court, the CFPB alleged that the four companies broke the law by misstating the charges associated with pawn loans. The court entered a stipulated final judgment and order on July 18, 2017, which ordered A to Z Pawn, Inc., to pay a $3,500 civil money penalty.",[],,,['Civil Action'],1:16-cv-01567,"DEC 19, 2016",Post Order/Post Judgment,"['Short Term, Small Dollar']"
"Pawn U.S.A., Inc.",https://www.consumerfinance.gov/enforcement/actions/pawn-usa-inc/,2016-12-19T00:00:00,The CFPB took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans.,"On Dec. 19, 2017, the Consumer Financial Protection Bureau (CFPB) took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans. In lawsuits filed in federal court, the CFPB alleged that the four companies broke the law by misstating the charges associated with pawn loans. The court entered a stipulated final judgment and order on Feb. 22, 2017, which ordered Pawn U.S.A., Inc. to pay $36,367 in disgorgement and a $10,000 civil money penalty.",[],,,['Civil Action'],1:16-cv-01566,"DEC 19, 2016",Post Order/Post Judgment,"['Short Term, Small Dollar']"
"Spotsylvania Gold & Pawn, Inc.",https://www.consumerfinance.gov/enforcement/actions/spotsylvania-gold-pawn-inc/,2016-12-19T00:00:00,The CFPB today took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans.,"The Consumer Financial Protection Bureau (CFPB) filed suit against Spotsylvania Gold & Pawn, Inc. on December 19, 2016, alleging that the company broke the law by misstating the actual annual costs of its pawn loans. The court entered a Stipulated Final Judgment and Order on March 20, 2017, which ordered Spotsylvania Gold & Pawn to pay $20,209 in disgorgement and a $7,500 civil money penalty.",[],,,['Civil Action'],3:16-cv-00988,"DEC 19, 2016",Post Order/Post Judgment,"['Short Term, Small Dollar']"
"Fredericksburg Gold & Pawn, Inc.",https://www.consumerfinance.gov/enforcement/actions/fredericksburg-gold-pawn-inc/,2016-12-19T00:00:00,The CFPB today took action against four Virginia pawnbrokers for deceiving consumers about the actual annual costs of their loans.,"The Consumer Financial Protection Bureau (CFPB) filed suit against Fredericksburg Gold & Pawn, Inc. on December 19, 2016, alleging that the company broke the law by misstating the actual annual costs of its pawn loans. The court entered a Stipulated Final Judgment and Order on March 16, 2017, which ordered Fredericksburg Gold & Pawn to pay $24,570 in disgorgement and a $5,000 civil money penalty.",[],,,['Civil Action'],3:16-cv-00987,"DEC 19, 2016",Post Order/Post Judgment,"['Short Term, Small Dollar']"
"Moneytree, Inc.",https://www.consumerfinance.gov/enforcement/actions/moneytree-inc/,2016-12-16T00:00:00,"The CFPB took action against Moneytree, Inc., a financial-services company that offers payday loans and check-cashing services, for misleading consumers...","The CFPB took action against Moneytree, Inc., a financial-services company that offers payday loans and check-cashing services, for misleading consumers with deceptive online advertisements and collections letters and making unauthorized electronic transfers from consumers’ bank accounts. The CFPB has ordered the company to cease its illegal conduct, provide $255,000 in refunds to consumers, and pay a civil penalty of $250,000.",[],,,['Administrative Proceeding'],2016-CFPB-0028,"DEC 16, 2016",Post Order/Post Judgment,"['Debt Collection', 'Short Term, Small Dollar']"
American Advisors Group,https://www.consumerfinance.gov/enforcement/actions/american-advisors-group/,2016-12-07T00:00:00,"The CFPB took action against American Advisors Group for deceptive advertisements, including claiming that consumers could not lose their homes.","The Consumer Financial Protection Bureau (CFPB) took action against three reverse mortgage companies for deceptive advertisements, including claiming that consumers could not lose their homes. The CFPB is ordering American Advisors Group, Reverse Mortgage Solutions, and Aegean Financial to cease deceptive advertising practices, implement systems to ensure they are complying with all laws, and pay penalties.",[],,,['Administrative Proceeding'],2016-CFPB-0026,"DEC 07, 2016",Post Order/Post Judgment,['Mortgage Origination']
"Aegean Financial d/b/a Aegean Financial, Inc., Reverse Mortgage Professionals, Jubilados Financial, Newport Lending Reverse Mortgage, Promise Land Lending, Reverse Financial Group, and Reverse Mortgage Information Center",https://www.consumerfinance.gov/enforcement/actions/aegean-financial/,2016-12-07T00:00:00,"The CFPB took action against Aegean Financial for deceptive advertisements, including claiming that consumers could not lose their homes.","The Consumer Financial Protection Bureau (CFPB) took action against three reverse mortgage companies for deceptive advertisements, including claiming that consumers could not lose their homes. The CFPB is ordering American Advisors Group, Reverse Mortgage Solutions, and Aegean Financial to cease deceptive advertising practices, implement systems to ensure they are complying with all laws, and pay penalties.",[],,,['Administrative Proceeding'],2016-CFPB-0025,"DEC 07, 2016",Expired/Terminated/Dismissed,['Mortgage Origination']
"Reverse Mortgage Solutions, Inc. d/b/a Security 1 Lending",https://www.consumerfinance.gov/enforcement/actions/reverse-mortgage-solutions-inc-db-security-1-lending/,2016-12-07T00:00:00,"The CFPB took action against Reverse Mortgage Solutions, Inc. for deceptive advertisements, including claiming that consumers could not lose their homes.","The Consumer Financial Protection Bureau (CFPB) took action against three reverse mortgage companies for deceptive advertisements, including claiming that consumers could not lose their homes. The CFPB is ordering American Advisors Group, Reverse Mortgage Solutions, and Aegean Financial to cease deceptive advertising practices, implement systems to ensure they are complying with all laws, and pay penalties.",[],,,['Administrative Proceeding'],2016-CFPB-0027,"DEC 07, 2016",Expired/Terminated/Dismissed,['Mortgage Origination']
"Access Funding, LLC; Access Holding, LLC; Reliance Funding, LLC; Lee Jundanian; Raffi Boghosian; Michael Borkowski; and Charles Smith",https://www.consumerfinance.gov/enforcement/actions/access-funding-llc-access-holding-llc-reliance-funding-llc-lee-jundanian-raffi-boghosian-michael-borkowski-charles-smith/,2016-11-21T00:00:00,"On November 21, 2016, the Bureau filed a complaint against Access Funding, LLC, Access Holding, LLC, Reliance Funding, LLC, three of the companies'...","On November 21, 2016, the Bureau filed a complaint against Access Funding, LLC, Access Holding, LLC, Reliance Funding, LLC, three of the companies’ principals—Lee Jundanian, Raffi Boghosian, and Michael Borkowski—and a Maryland attorney, Charles Smith. The Bureau alleged that Access Funding was aware that the individuals from whom they purchased structured settlement payments were financially unsophisticated and in need of the funds the company could supply. The Bureau also alleged that the companies and their principals steered consumers to receive “independent advice” from Smith, who was paid directly by Access Funding and only provided cursory communications to consumers. The Bureau alleged that Smith’s conduct was unfair, abusive, and deceptive in violation of the Consumer Financial Protection Act of 2010 and that Access Funding and its leadership unlawfully aided Smith’s illegal conduct and engaged in abusive conduct. The Bureau further alleged that Access Funding engaged in abusive conduct by advancing money to some consumers and represented to those consumers that the advances obligated them to go forward with transactions even if they realized that the transactions were not in their best interests. On September 13, 2017, the court granted defendants’ motions to dismiss counts I–IV, arising out of Smith’s conduct, on the grounds that he had attorney-client relationships with the consumers in question. The court denied the defendants’ motions to dismiss the Bureau’s claim relating to the advances Access Funding offered consumers. The court granted the Bureau’s motion to file an amended complaint alleging Smith did not have attorney-client relationships with the consumers in question. Defendants again filed motions to dismiss, which the court denied. The defendants filed a motion for partial summary judgment, which the court denied on January 18, 2019. On December 26, 2019, the court stayed the case pending the Supreme Court’s decision inSeila Law LLC v. CFPB, No. 19-7 (cert. granted Oct. 18, 2019). On October 23, 2020, based on the parties’ stipulation, the court dismissed the claims against Reliance Funding, LLC. The parties moved for summary judgment, which the Court denied on July 12, 2021.",[],,,['Civil Action'],1:16-cv-03759,"NOV 21, 2016",Post Order/Post Judgment,['Other Consumer Lending']
"B&B Pawnbrokers, Inc.",https://www.consumerfinance.gov/enforcement/actions/bb-pawnbrokers-inc/,2016-11-03T00:00:00,"The CFPB took action against B&B Pawnbrokers, Inc., for deceiving consumers about the actual annual cost of its loans.","On Nov. 3, 2016, the Consumer Financial Protection Bureau (CFPB) took action against B&B Pawnbrokers, Inc., for deceiving consumers about the actual annual cost of its loans. In a lawsuit filed in federal court, the CFPB alleged that B&B Pawnbrokers broke the law by misstating the charges associated with pawn loans. The court entered a stipulated final judgment and order on March 1, 2017, which ordered Pawn U.S.A., Inc. to pay $29,000 in disgorgement and a $5,000 civil money penalty.",[],,,['Civil Action'],3:16-cv-00887,"NOV 03, 2016",Post Order/Post Judgment,"['Short Term, Small Dollar']"
"Northern Resolution Group, LLC, Douglas MacKinnon, Mark Gray, Enhanced Acquisitions, LLC, and Delray Capital, LLC,",https://www.consumerfinance.gov/enforcement/actions/northern-resolution-group-llc-douglas-mackinnon-mark-gray-enhanced-acquisitions-llc-and-delray-capital-llc/,2016-11-02T00:00:00,"Today the Bureau, in partnership with the New York Attorney General, filed a lawsuit in a federal district court against the leaders of a massive debt...","On November 2, 2016, the Consumer Financial Protection Bureau (Bureau), in partnership with the New York Attorney General, filed a lawsuit in federal district court against debt collectors Northern Resolution Group, LLC, Douglas MacKinnon, Mark Gray, Enhanced Acquisitions, LLC, and Delray Capital, LLC. The individuals and companies are debt-collectors who conducted business together based in Buffalo, New York. The Bureau and New York Attorney General alleged that the defendants violated the Consumer Financial Protection Act of 2010; the Bureau alleged that the defendants violated the Fair Debt Collection Practices Act; and the New York Attorney General alleged that the defendants violated New York laws in connection with the collection of consumer debt, placement of consumer debts for collection, and related activities.",[],,,['Civil Action'],1:16-cv-00880,"NOV 02, 2016",Post Order/Post Judgment,['Debt Collection']
Navy Federal Credit Union,https://www.consumerfinance.gov/enforcement/actions/navy-federal-credit-union/,2016-10-11T00:00:00,"The CFPB took action against Navy Federal Credit Union for making false threats about debt collection to its members, which include active-duty military...","Today the Consumer Financial Protection Bureau (CFPB) took action against Navy Federal Credit Union for making false threats about debt collection to its members, which include active-duty military, retired servicemembers, and their families. The credit union also unfairly restricted customers’ account access when the consumers had a delinquent loan. Navy Federal Credit Union will correct its debt collection practices, give approximately $23 million in redress to victims, and pay a $5.5 million civil money penalty.",[],,,['Administrative Proceeding'],2016-CFPB-0024,"OCT 11, 2016",Expired/Terminated/Dismissed,['Debt Collection']
"Flurish, Inc., d/b/a LendUp",https://www.consumerfinance.gov/enforcement/actions/flurish-inc-db-lendup/,2016-09-27T00:00:00,"On September 27, 2016, the Bureau took action against online lender Flurish, Inc., doing business as LendUp, for failing to deliver the promised benefits of its products and failing to comply with consumer finance laws.","On September 27, 2016, the Bureau took action against online lender Flurish, Inc., doing business as LendUp, for failing to deliver the promised benefits of its products and failing to comply with consumer finance laws. The Bureau found that the company did not give consumers the opportunity to build credit and provide access to cheaper loans, as it claimed to consumers it would, failed to have appropriate policies and procedures regarding credit reporting, failed to disclose certain fees, and misstated annual percentage rates for some consumers. LendUp’s conduct violated the Consumer Financial Protection Act of 2010’s prohibition on deception and unfairness as well as the Fair Credit Reporting Act and its implementing Regulation V, and the Truth in Lending Act and its implementing Regulation Z. The Bureau has ordered the company to provide more than 50,000 consumers with approximately $1.83 million in refunds. The company will also pay a civil monetary penalty of $1.8 million.",[],,,['Administrative Proceeding'],2016-CFPB-0023,"SEP 27, 2016",Post Order/Post Judgment,"['Furnishing', 'Short Term, Small Dollar']"
TMX Finance LLC,https://www.consumerfinance.gov/enforcement/actions/tmx-finance-llc/,2016-09-26T00:00:00,"On September 26, 2016, the Bureau took action against TitleMax parent company TMX Finance LLC, a specialty finance company that originates and services...","On September 26, 2016, the Bureau took action against TitleMax parent company TMX Finance LLC, a specialty finance company that originates and services automobile-title loans through its affiliates operating out of approximately 1300 brick-and-mortar storefronts located in 18 states. Single-payment auto title loans are usually due in 30 days, with some carrying an annual percentage rate of up to 300 percent. The Bureau found that store employees, as part of their sales pitch for the 30-day loans, offered consumers a “monthly option” for making loan payments and then offered consumers a “Voluntary Payback Guide” that showed how to repay the loan with smaller payments over a longer period. The guide and sales pitch did not explain the true cost of the loan if the consumer renewed it multiple times. The Bureau found that TMX Finance engaged in abusive conduct by materially interfering with consumers’ ability to make an informed judgment about whether to pay off the loan over a longer period: it materially interfered with consumers’ ability to understand that they are receiving a 30-day transaction, that the guide is not an actual repayment plan, and that renewing the transaction over an extended period of time would increase the overall costs of the transaction. TMX Finance also engaged in unfair debt collection practices by revealing information about consumers’ past-due debts while visiting their homes, references, or places of employment. The Bureau ordered TMX Finance to stop its unlawful practices and pay a $9 million penalty.",[],,,['Administrative Proceeding'],2016-CFPB-0022,"SEP 26, 2016",Expired/Terminated/Dismissed,"['Debt Collection', 'Short Term, Small Dollar']"
"Prime Marketing Holdings, LLC",https://www.consumerfinance.gov/enforcement/actions/prime-marketing-holdings-llc/,2016-09-22T00:00:00,"The CFPB filed a lawsuit against Prime Marketing Holdings, LLC for illegal credit repair practices.","The Consumer Financial Protection Bureau (CFPB) filed a lawsuit against Prime Marketing Holdings, LLC for illegal credit repair practices. The lawsuit alleged that the company charged illegal advance fees and misled consumers about the cost and effectiveness of its services and the nature of its money-back guarantee. Under the terms of the final judgement, Prime Marketing Holdings, LLC is permanently banned from doing business within the credit repair industry and has been ordered to pay a $150,000 civil money penalty.",[],,,['Civil Action'],2:16-cv-07111,"SEP 22, 2016",Post Order/Post Judgment,['Credit Repair']
"Interstate Lending, LLC",https://www.consumerfinance.gov/enforcement/actions/interstate-lending-llc/,2016-09-20T00:00:00,"On September 20, 2016, the Consumer Financial Protection Bureau (Bureau) filed a Notice of Charges against Interstate Lending, LLC for allegedly failing to disclose the annual percentage rate in online advertisements about title loans.","On September 20, 2016, the Consumer Financial Protection Bureau (Bureau) filed a Notice of Charges against Interstate Lending, LLC for allegedly failing to disclose the annual percentage rate in online advertisements about title loans. The Bureau alleges that the companies advertised a periodic interest rate for their loans without listing the corresponding annual percentage rate. The Bureau settled its claims through consent order against Interstate Lending on December 20, 2016. The order requires Interstate Lending to pay a $4,000 penalty to the Bureau and ensure that its title lending practices comply with the law.",[],,,['Administrative Proceeding'],2016-CFPB-0018,"SEP 20, 2016",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
"Presto Auto Loans, Inc.",https://www.consumerfinance.gov/enforcement/actions/presto-auto-loans-inc/,2016-09-20T00:00:00,The Bureau sued five title lenders operating in Arizona for failing to disclose the annual percentage rate in online advertisements about title loans.,"The Consumer Financial Protection Bureau (CFPB) sued five title lenders operating in Arizona — Auto Cash Leasing, LLC; Interstate Lending, LLC; Oasis Title Loans, LLC; Phoenix Title Loans, LLC; and Presto Auto Loans, Inc. — for failing to disclose the annual percentage rate in online advertisements about title loans. The Bureau alleges that the companies advertised a periodic interest rate for their loans without listing the corresponding annual percentage rate. The CFPB filed five individual administrative lawsuits seeking civil monetary penalties and administrative orders requiring the companies to correct their practices.",[],,,['Administrative Proceeding'],2016-CFPB-0021,"SEP 20, 2016",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
"Auto Cash Leasing, LLC",https://www.consumerfinance.gov/enforcement/actions/auto-cash-leasing-llc/,2016-09-20T00:00:00,The Bureau sued five title lenders operating in Arizona for failing to disclose the annual percentage rate in online advertisements about title loans.,"The Consumer Financial Protection Bureau (CFPB) sued five title lenders operating in Arizona — Auto Cash Leasing, LLC; Interstate Lending, LLC; Oasis Title Loans, LLC; Phoenix Title Loans, LLC; and Presto Auto Loans, Inc. — for failing to disclose the annual percentage rate in online advertisements about title loans. The Bureau alleges that the companies advertised a periodic interest rate for their loans without listing the corresponding annual percentage rate. The CFPB filed five individual administrative lawsuits seeking civil monetary penalties and administrative orders requiring the companies to correct their practices.",[],,,['Administrative Proceeding'],2016-CFPB-0017,"SEP 20, 2016",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
"Oasis Title Loans, LLC",https://www.consumerfinance.gov/enforcement/actions/oasis-title-loans-llc/,2016-09-20T00:00:00,The Bureau sued five title lenders operating in Arizona for failing to disclose the annual percentage rate in online advertisements about title loans.,,[],,,['Administrative Proceeding'],2016-CFPB-0019,"SEP 20, 2016",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
"Phoenix Title Loans, LLC",https://www.consumerfinance.gov/enforcement/actions/phoenix-title-loans-llc/,2016-09-20T00:00:00,The Bureau sued five title lenders operating in Arizona for failing to disclose the annual percentage rate in online advertisements about title loans.,"The Consumer Financial Protection Bureau (CFPB) sued five title lenders operating in Arizona — Auto Cash Leasing, LLC; Interstate Lending, LLC; Oasis Title Loans, LLC; Phoenix Title Loans, LLC; and Presto Auto Loans, Inc. — for failing to disclose the annual percentage rate in online advertisements about title loans. The Bureau alleges that the companies advertised a periodic interest rate for their loans without listing the corresponding annual percentage rate. The CFPB filed five individual administrative lawsuits seeking civil monetary penalties and administrative orders requiring the companies to correct their practices.",[],,,['Administrative Proceeding'],2016-CFPB-0020,"SEP 20, 2016",Expired/Terminated/Dismissed,"['Short Term, Small Dollar']"
"Bridgepoint Education, Inc.",https://www.consumerfinance.gov/enforcement/actions/bridgepoint-education-inc/,2016-09-12T00:00:00,"The CFPB today took action against for-profit college chain Bridgepoint Education, Inc. for deceiving students into taking out private student loans that...","The CFPB today took action against for-profit college chain Bridgepoint Education, Inc. for deceiving students into taking out private student loans that cost more than advertised. The Bureau is ordering Bridgepoint to discharge all outstanding private loans the institution made to its students and to refund loan payments already made by borrowers. Loan forgiveness and refunds and will total over $23.5 million in automatic consumer relief. Bridgepoint must also pay an $8 million civil penalty to the Bureau.",[],,,['Administrative Proceeding'],2016-CFPB-0016,"SEP 12, 2016",Expired/Terminated/Dismissed,['Student Loan Origination']
"Wells Fargo Bank, N.A.",https://www.consumerfinance.gov/enforcement/actions/wells-fargo-bank-2016/,2016-09-08T00:00:00,"Today the Bureau fined Wells Fargo Bank, N.A. $100 million for the widespread illegal practice of secretly opening unauthorized deposit and credit card...","Today the Consumer Financial Protection Bureau (CFPB) fined Wells Fargo Bank, N.A. $100 million for the widespread illegal practice of secretly opening unauthorized deposit and credit card accounts. Spurred by sales targets and compensation incentives, employees boosted sales figures by covertly opening accounts and funding them by transferring funds from consumers’ authorized accounts without their knowledge or consent, often racking up fees or other charges. According to the bank’s own analysis, employees opened more than two million deposit and credit card accounts that may not have been authorized by consumers. Wells Fargo will pay full restitution to all victims and a $100 million fine to the CFPB’s Civil Penalty Fund. The bank will also pay an additional $35 million penalty to the Office of the Comptroller of the Currency, and another $50 million to the City and County of Los Angeles.",[],,,['Administrative Proceeding'],2016-CFPB-0015,"SEP 08, 2016",Expired/Terminated/Dismissed,"['Credit Cards', 'Deposits']"
First National Bank of Omaha,https://www.consumerfinance.gov/enforcement/actions/first-national-bank-omaha/,2016-08-25T00:00:00,"The Bureau has ordered First National Bank of Omaha to provide $27.75 million in relief to roughly 257,000 consumers harmed by illegal practices with credit...","The Consumer Financial Protection Bureau (CFPB) has ordered First National Bank of Omaha to provide $27.75 million in relief to roughly 257,000 consumers harmed by illegal practices with credit card add-on products. The bank used deceptive marketing to lure consumers into debt cancellation add-on products and it charged consumers for credit monitoring services they did not receive. First National Bank of Omaha will also pay a $4.5 million civil money penalty to the CFPB.",[],,,['Administrative Proceeding'],2016-CFPB-0014,"AUG 25, 2016",Expired/Terminated/Dismissed,['Credit Cards']
"Wells Fargo Bank, N.A.",https://www.consumerfinance.gov/enforcement/actions/wells-fargo-bank-na-2016/,2016-08-22T00:00:00,"On August 22, 2016, the Bureau issued an order against Wells Fargo, N.A. to address its illegal private student loan servicing practices that increased costs and unfairly penalized certain student loan borrowers.","On August 22, 2016, the Bureau issued an order against Wells Fargo Bank, N.A. to address its illegal private student loan servicing practices that increased costs and unfairly penalized certain student loan borrowers. The Bureau found that Wells Fargo violated the Consumer Financial Protection Act of 2010’s prohibition against unfair and deceptive acts and practices and the Fair Credit Reporting Act by processing payments in a way that maximized fees for many consumers, misleading borrowers about the consequences of making partial payments, charging late fees even though consumers had made timely loan payments, and failing to update and correct inaccurate information reported to credit reporting companies. Because of Wells Fargo’s conduct, thousands of student loan borrowers encountered problems with their loan or received misinformation about their payment options. The order required Wells Fargo to improve its consumer billing and student loan payment processing practices, enhance disclosures provided with its billing statements, remove any negative student loan information inaccurately or incompletely provided to a consumer reporting company, to provide at least $410,000 in relief to borrowers, and to pay a $3.6 million civil money penalty. On December 20, 2022, the Bureau terminated the order.",[],,,['Administrative Proceeding'],2016-CFPB-0013,"AUG 22, 2016",Expired/Terminated/Dismissed,"['Furnishing', 'Student Loan Servicing']"
"Santander Bank, N.A.",https://www.consumerfinance.gov/enforcement/actions/santander-bank-n/,2016-07-14T00:00:00,"The Bureau ordered Santander Bank, N.A. to pay a $10 million fine for illegal overdraft service practices. Santander's telemarketing vendor deceptively...","The Consumer Financial Protection Bureau found that Santander’s telemarketing vendor deceptively marketed the overdraft services and signed certain of the bank’s customers up for overdraft services without their consent. CFPB has ordered Santander Bank, N.A. to pay a $10 million fine for illegal overdraft service practices. In addition, Santander must cease using telemarketers to contact consumers about overdraft services, improve its oversight of telemarketing vendors, and contact all consumers who the Bank’s telemarketer enrolled to ask if consumers want overdraft services.",[],,,['Administrative Proceeding'],2016-CFPB-0012,"JUL 14, 2016",Expired/Terminated/Dismissed,['Deposits']
United States of America and Consumer Financial Protection Bureau v. BancorpSouth Bank,https://www.consumerfinance.gov/enforcement/actions/united-states-america-and-consumer-financial-protection-bureau-v-bancorpsouth-bank/,2016-06-29T00:00:00,The CFPB and the Department of Justice (DOJ) announced a joint action against BancorpSouth Bank for discriminatory mortgage lending practices that harmed...,"The CFPB and the Department of Justice (DOJ) announced a joint action against BancorpSouth Bank for discriminatory mortgage lending practices that harmed African Americans and other minorities. The complaint filed by the CFPB and DOJ alleges that BancorpSouth engaged in numerous discriminatory practices, including illegally redlining in Memphis; denying certain African Americans mortgage loans more often than similarly situated non-Hispanic white applicants; charging African-American customers for certain mortgage loans more than non-Hispanic white borrowers with similar loan qualifications; and implementing an explicitly discriminatory loan denial policy. Under the terms of the consent order, BancorpSouth will pay $4 million in direct loan subsidies in minority neighborhoods in Memphis, at least $800,000 for community programs, advertising, outreach, and credit repair, $2.78 million to African-American consumers who were unlawfully denied or overcharged for loans, and a $3 million penalty.",[],,,['Civil Action'],1:16-cv-00118,"JUN 29, 2016",Expired/Terminated/Dismissed,"['Fair Lending', 'Mortgage Origination']"
"Intercept Corporation, d/b/a InterceptEFT, Bryan Smith, and Craig Dresser",https://www.consumerfinance.gov/enforcement/actions/intercept-corporation-db-intercepteft-bryan-smith-and-craig-dresser/,2016-06-06T00:00:00,"The CFPB filed suit against payment processer Intercept Corporation and two of its executives, Bryan Smith and Craig...","The Consumer Financial Protection Bureau filed suit against payment processer Intercept Corporation and two of its executives, Bryan Smith and Craig Dresser, for allegedly enabling unauthorized and other illegal withdrawals from consumer accounts by their clients. In the suit filed in federal district court, the CFPB alleged that Intercept turned a blind eye to blatant warning signs of potential fraud or lawbreaking by its clients. These warning signs included previous actions by federal and state authorities, and sky-high rates of returned payments because of unauthorized withdrawals, insufficient funds, or invalid or closed accounts. In its suit, the CFPB sought to put an end to unlawful practices by Intercept, Smith, and Dresser; to obtain relief for consumers; and to impose penalties. The Court dismissed the lawsuit without prejudice.",[],,,['Civil Action'],3:16-cv-00144,"JUN 06, 2016",Expired/Terminated/Dismissed,['Payments']
David Eghbali,https://www.consumerfinance.gov/enforcement/actions/david-eghbali/,2016-05-25T00:00:00,The CFPB took action against a former Wells Fargo employee for an illegal mortgage-fee-shifting scheme.,"The CFPB took action against a former Wells Fargo employee for an illegal mortgage-fee-shifting scheme. The CFPB found that David Eghbali referred a substantial number of loan closings to a single escrow company, which shifted its fees from some customers to others at Eghbali’s request. Eghbali could then manipulate loan costs and ultimately increase the number of loans he closed, increasing his commissions. The CFPB filed an administrative consent order requiring Eghbali to pay an $85,000 penalty and banning him from working in the mortgage industry for one year.",[],,,['Administrative Proceeding'],2016-CFPB-0011,"MAY 25, 2016",Expired/Terminated/Dismissed,['Mortgage Origination']
